/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 1 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
step  775/1000: dist 0.2048 loss 2.1762
step  776/1000: dist 0.2041 loss 7.7171
step  777/1000: dist 0.2048 loss 8.5148
step  778/1000: dist 0.2040 loss 3.4459
step  779/1000: dist 0.2039 loss 1.5142
step  780/1000: dist 0.2035 loss 5.0353
step  781/1000: dist 0.2038 loss 6.1117
step  782/1000: dist 0.2036 loss 2.7118
step  783/1000: dist 0.2049 loss 1.7500
step  784/1000: dist 0.2042 loss 3.8761
step  785/1000: dist 0.2042 loss 3.0482
step  786/1000: dist 0.2033 loss 0.5554
step  787/1000: dist 0.2045 loss 1.2190
step  788/1000: dist 0.2033 loss 2.2329
step  789/1000: dist 0.2037 loss 0.8465
step  790/1000: dist 0.2032 loss 0.6545
step  791/1000: dist 0.2035 loss 1.8732
step  792/1000: dist 0.2043 loss 1.2433
step  793/1000: dist 0.2029 loss 0.4227
step  794/1000: dist 0.2042 loss 1.0718
step  795/1000: dist 0.2038 loss 0.8851
step  796/1000: dist 0.2036 loss 0.2294
step  797/1000: dist 0.2038 loss 0.7672
step  798/1000: dist 0.2042 loss 0.8801
step  799/1000: dist 0.2045 loss 0.3340
step  800/1000: dist 0.2032 loss 0.5570
step  801/1000: dist 0.2046 loss 0.6088
step  802/1000: dist 0.2027 loss 0.2243
step  803/1000: dist 0.2045 loss 0.4584
step  804/1000: dist 0.2034 loss 0.5480
step  805/1000: dist 0.2033 loss 0.2566
step  806/1000: dist 0.2038 loss 0.3816
step  807/1000: dist 0.2028 loss 0.3887
step  808/1000: dist 0.2032 loss 0.2205
step  809/1000: dist 0.2042 loss 0.3753
step  810/1000: dist 0.2054 loss 0.3425
step  811/1000: dist 0.2030 loss 0.2127
step  812/1000: dist 0.2044 loss 0.3213
step  813/1000: dist 0.2037 loss 0.2705
step  814/1000: dist 0.2022 loss 0.2348
step  815/1000: dist 0.2034 loss 0.3049
step  816/1000: dist 0.2036 loss 0.2222
step  817/1000: dist 0.2025 loss 0.2342
step  818/1000: dist 0.2032 loss 0.2746
step  819/1000: dist 0.2036 loss 0.2132
step  820/1000: dist 0.2030 loss 0.2426
step  821/1000: dist 0.2021 loss 0.2330
step  822/1000: dist 0.2033 loss 0.2126
step  823/1000: dist 0.2026 loss 0.2443
step  824/1000: dist 0.2023 loss 0.2096
step  825/1000: dist 0.2033 loss 0.2183
step  826/1000: dist 0.2022 loss 0.2286
step  827/1000: dist 0.2030 loss 0.2057
step  828/1000: dist 0.2023 loss 0.2218
step  829/1000: dist 0.2021 loss 0.2096
step  830/1000: dist 0.2018 loss 0.2107
step  831/1000: dist 0.2017 loss 0.2155
step  832/1000: dist 0.2016 loss 0.2020
step  833/1000: dist 0.2019 loss 0.2148
step  834/1000: dist 0.2016 loss 0.2053
step  835/1000: dist 0.2025 loss 0.2072
step  836/1000: dist 0.2013 loss 0.2085
step  837/1000: dist 0.2022 loss 0.2037
step  838/1000: dist 0.2016 loss 0.2084
step  839/1000: dist 0.2014 loss 0.2022
step  840/1000: dist 0.2011 loss 0.2061
step  841/1000: dist 0.2014 loss 0.2034
step  842/1000: dist 0.2013 loss 0.2032
step  843/1000: dist 0.2021 loss 0.2056
step  844/1000: dist 0.2018 loss 0.2021
step  845/1000: dist 0.2019 loss 0.2051
step  846/1000: dist 0.2017 loss 0.2021
step  847/1000: dist 0.2020 loss 0.2043
step  848/1000: dist 0.2020 loss 0.2025
step  849/1000: dist 0.2011 loss 0.2026
step  850/1000: dist 0.2017 loss 0.2024
step  851/1000: dist 0.2016 loss 0.2025
step  852/1000: dist 0.2011 loss 0.2022
step  853/1000: dist 0.2021 loss 0.2024
step  854/1000: dist 0.2007 loss 0.2017
step  855/1000: dist 0.2028 loss 0.2029
step  856/1000: dist 0.2004 loss 0.2013
step  857/1000: dist 0.2029 loss 0.2030
step  858/1000: dist 0.2012 loss 0.2019
step  859/1000: dist 0.2026 loss 0.2027
step  860/1000: dist 0.2032 loss 0.2037
step  861/1000: dist 0.2011 loss 0.2011
step  862/1000: dist 0.2027 loss 0.2032
step  863/1000: dist 0.2004 loss 0.2004
step  864/1000: dist 0.2024 loss 0.2028
step  865/1000: dist 0.2016 loss 0.2016
step  866/1000: dist 0.2019 loss 0.2022
step  867/1000: dist 0.2020 loss 0.2020
step  868/1000: dist 0.2006 loss 0.2008
step  869/1000: dist 0.2033 loss 0.2034
step  870/1000: dist 0.2016 loss 0.2017
step  871/1000: dist 0.2015 loss 0.2015
step  872/1000: dist 0.2026 loss 0.2027
step  873/1000: dist 0.2002 loss 0.2002
step  874/1000: dist 0.2017 loss 0.2018
step  875/1000: dist 0.2013 loss 0.2013
step  876/1000: dist 0.2007 loss 0.2007
step  877/1000: dist 0.2015 loss 0.2015
step  878/1000: dist 0.2005 loss 0.2005
step  879/1000: dist 0.2011 loss 0.2012
step  880/1000: dist 0.2006 loss 0.2006
step  881/1000: dist 0.2013 loss 0.2013
step  882/1000: dist 0.2003 loss 0.2003
step  883/1000: dist 0.2009 loss 0.2009
step  884/1000: dist 0.2008 loss 0.2008
step  885/1000: dist 0.1999 loss 0.2000
step  886/1000: dist 0.2009 loss 0.2009
step  887/1000: dist 0.2003 loss 0.2003
step  888/1000: dist 0.1998 loss 0.1998
step  889/1000: dist 0.2001 loss 0.2001
step  890/1000: dist 0.2002 loss 0.2002
step  891/1000: dist 0.1999 loss 0.1999
step  892/1000: dist 0.1996 loss 0.1996
step  893/1000: dist 0.2001 loss 0.2001
step  894/1000: dist 0.1997 loss 0.1997
step  895/1000: dist 0.1998 loss 0.1998
step  896/1000: dist 0.1994 loss 0.1994
step  897/1000: dist 0.1998 loss 0.1998
step  898/1000: dist 0.1995 loss 0.1995
step  899/1000: dist 0.1994 loss 0.1994
step  900/1000: dist 0.1996 loss 0.1996
step  901/1000: dist 0.1994 loss 0.1994
step  902/1000: dist 0.1993 loss 0.1993
step  903/1000: dist 0.1993 loss 0.1993
step  904/1000: dist 0.1994 loss 0.1994
step  905/1000: dist 0.1991 loss 0.1991
step  906/1000: dist 0.1993 loss 0.1993
step  907/1000: dist 0.1994 loss 0.1994
step  908/1000: dist 0.1992 loss 0.1992
step  909/1000: dist 0.1991 loss 0.1991
step  910/1000: dist 0.1991 loss 0.1991
step  911/1000: dist 0.1990 loss 0.1990
step  912/1000: dist 0.1989 loss 0.1989
step  913/1000: dist 0.1990 loss 0.1990
step  914/1000: dist 0.1989 loss 0.1989
step  915/1000: dist 0.1988 loss 0.1988
step  916/1000: dist 0.1989 loss 0.1989
step  917/1000: dist 0.1988 loss 0.1988
step  918/1000: dist 0.1988 loss 0.1988
step  919/1000: dist 0.1988 loss 0.1988
step  920/1000: dist 0.1987 loss 0.1988
step  921/1000: dist 0.1987 loss 0.1987
step  922/1000: dist 0.1987 loss 0.1987
step  923/1000: dist 0.1987 loss 0.1987
step  924/1000: dist 0.1987 loss 0.1987
step  925/1000: dist 0.1987 loss 0.1987
step  926/1000: dist 0.1987 loss 0.1987
step  927/1000: dist 0.1986 loss 0.1986
step  928/1000: dist 0.1986 loss 0.1986
step  929/1000: dist 0.1986 loss 0.1986
step  930/1000: dist 0.1986 loss 0.1986
step  931/1000: dist 0.1986 loss 0.1986
step  932/1000: dist 0.1985 loss 0.1985
step  933/1000: dist 0.1985 loss 0.1985
step  934/1000: dist 0.1985 loss 0.1985
step  935/1000: dist 0.1985 loss 0.1985
step  936/1000: dist 0.1985 loss 0.1985
step  937/1000: dist 0.1985 loss 0.1985
step  938/1000: dist 0.1985 loss 0.1985
step  939/1000: dist 0.1985 loss 0.1985
step  940/1000: dist 0.1985 loss 0.1985
step  941/1000: dist 0.1985 loss 0.1985
step  942/1000: dist 0.1984 loss 0.1984
step  943/1000: dist 0.1984 loss 0.1984
step  944/1000: dist 0.1984 loss 0.1984
step  945/1000: dist 0.1984 loss 0.1984
step  946/1000: dist 0.1984 loss 0.1984
step  947/1000: dist 0.1984 loss 0.1984
step  948/1000: dist 0.1984 loss 0.1984
step  949/1000: dist 0.1984 loss 0.1984
step  950/1000: dist 0.1984 loss 0.1984
step  951/1000: dist 0.1984 loss 0.1984
step  952/1000: dist 0.1984 loss 0.1984
step  953/1000: dist 0.1984 loss 0.1984
step  954/1000: dist 0.1984 loss 0.1984
step  955/1000: dist 0.1983 loss 0.1983
step  956/1000: dist 0.1984 loss 0.1984
step  957/1000: dist 0.1983 loss 0.1983
step  958/1000: dist 0.1983 loss 0.1983
step  959/1000: dist 0.1983 loss 0.1983
step  960/1000: dist 0.1983 loss 0.1983
step  961/1000: dist 0.1983 loss 0.1983
step  962/1000: dist 0.1983 loss 0.1983
step  963/1000: dist 0.1983 loss 0.1983
step  964/1000: dist 0.1983 loss 0.1983
step  965/1000: dist 0.1983 loss 0.1983
step  966/1000: dist 0.1983 loss 0.1983
step  967/1000: dist 0.1983 loss 0.1983
step  968/1000: dist 0.1983 loss 0.1983
step  969/1000: dist 0.1983 loss 0.1983
step  970/1000: dist 0.1983 loss 0.1983
step  971/1000: dist 0.1983 loss 0.1983
step  972/1000: dist 0.1983 loss 0.1983
step  973/1000: dist 0.1983 loss 0.1983
step  974/1000: dist 0.1983 loss 0.1983
step  975/1000: dist 0.1983 loss 0.1983
step  976/1000: dist 0.1983 loss 0.1983
step  977/1000: dist 0.1983 loss 0.1983
step  978/1000: dist 0.1983 loss 0.1983
step  979/1000: dist 0.1983 loss 0.1983
step  980/1000: dist 0.1983 loss 0.1983
step  981/1000: dist 0.1983 loss 0.1983
step  982/1000: dist 0.1983 loss 0.1983
step  983/1000: dist 0.1983 loss 0.1983
step  984/1000: dist 0.1983 loss 0.1983
step  985/1000: dist 0.1983 loss 0.1983
step  986/1000: dist 0.1983 loss 0.1983
step  987/1000: dist 0.1983 loss 0.1983
step  988/1000: dist 0.1983 loss 0.1983
step  989/1000: dist 0.1983 loss 0.1983
step  990/1000: dist 0.1983 loss 0.1983
step  991/1000: dist 0.1983 loss 0.1983
step  992/1000: dist 0.1983 loss 0.1983
step  993/1000: dist 0.1983 loss 0.1983
step  994/1000: dist 0.1983 loss 0.1983
step  995/1000: dist 0.1983 loss 0.1983
step  996/1000: dist 0.1983 loss 0.1983
step  997/1000: dist 0.1983 loss 0.1983
step  998/1000: dist 0.1983 loss 0.1983
step  999/1000: dist 0.1983 loss 0.1983
step 1000/1000: dist 0.1983 loss 0.1983
Elapsed: 91.9 s
/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 10 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
  return forward_call(*input, **kwargs)
/home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: concrete shape for bias input is required to decompose into conv + bias (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:2233.)
  return forward_call(*input, **kwargs)
Done.
step    1/1000: dist 0.6274 loss 26007.0996
step    2/1000: dist 0.6894 loss 36522.2070
step    3/1000: dist 0.6330 loss 36079.4727
step    4/1000: dist 0.6832 loss 35220.9531
step    5/1000: dist 0.6975 loss 33981.1641
step    6/1000: dist 0.6972 loss 32413.7090
step    7/1000: dist 0.7175 loss 30580.9785
step    8/1000: dist 0.6266 loss 28540.7793
step    9/1000: dist 0.6021 loss 26334.4492
step   10/1000: dist 0.6492 loss 23995.4238
step   11/1000: dist 0.6552 loss 21562.4902
step   12/1000: dist 0.6114 loss 19075.6523
step   13/1000: dist 0.6423 loss 16570.8789
step   14/1000: dist 0.5982 loss 14097.5293
step   15/1000: dist 0.5958 loss 11715.5127
step   16/1000: dist 0.6206 loss 9498.8965
step   17/1000: dist 0.5848 loss 7512.2886
step   18/1000: dist 0.6270 loss 5796.8184
step   19/1000: dist 0.5633 loss 4381.5981
step   20/1000: dist 0.5472 loss 3247.5691
step   21/1000: dist 0.5671 loss 2391.6145
step   22/1000: dist 0.4770 loss 1799.4868
step   23/1000: dist 0.5116 loss 1452.9115
step   24/1000: dist 0.5051 loss 1328.4955
step   25/1000: dist 0.5135 loss 1377.8558
step   26/1000: dist 0.4857 loss 1538.1565
step   27/1000: dist 0.4987 loss 1751.3469
step   28/1000: dist 0.5026 loss 2005.0580
step   29/1000: dist 0.4990 loss 2282.0396
step   30/1000: dist 0.4948 loss 2537.7083
step   31/1000: dist 0.4828 loss 2765.2800
step   32/1000: dist 0.4645 loss 2937.8254
step   33/1000: dist 0.4644 loss 2992.7578
step   34/1000: dist 0.4462 loss 2888.3611
step   35/1000: dist 0.4902 loss 2638.7351
step   36/1000: dist 0.4528 loss 2290.1023
step   37/1000: dist 0.4140 loss 1886.2129
step   38/1000: dist 0.4533 loss 1473.7697
step   39/1000: dist 0.4444 loss 1066.8280
step   40/1000: dist 0.4332 loss 690.2640
step   41/1000: dist 0.4065 loss 391.3566
step   42/1000: dist 0.4380 loss 199.5157
step   43/1000: dist 0.4194 loss 145.5285
step   44/1000: dist 0.4231 loss 235.2649
step   45/1000: dist 0.4034 loss 388.6581
step   46/1000: dist 0.4042 loss 550.5121
step   47/1000: dist 0.3992 loss 696.3825
step   48/1000: dist 0.3935 loss 779.0942
step   49/1000: dist 0.3980 loss 795.3768
step   50/1000: dist 0.4082 loss 732.3433
step   51/1000: dist 0.4197 loss 610.5613
step   52/1000: dist 0.4218 loss 471.5009
step   53/1000: dist 0.3909 loss 307.3695
step   54/1000: dist 0.4134 loss 199.1314
step   55/1000: dist 0.3928 loss 116.9570
step   56/1000: dist 0.4026 loss 93.1544
step   57/1000: dist 0.3937 loss 91.3114
step   58/1000: dist 0.3840 loss 104.9829
step   59/1000: dist 0.3761 loss 171.6020
step   60/1000: dist 0.4042 loss 186.8053
step   61/1000: dist 0.4221 loss 226.7388
step   62/1000: dist 0.3862 loss 215.4403
step   63/1000: dist 0.3962 loss 189.0535
step   64/1000: dist 0.3657 loss 160.6749
step   65/1000: dist 0.3797 loss 126.9220
step   66/1000: dist 0.3818 loss 98.6157
step   67/1000: dist 0.3705 loss 62.6259
step   68/1000: dist 0.3724 loss 49.8691
step   69/1000: dist 0.3663 loss 35.7621
step   70/1000: dist 0.3651 loss 29.2811
step   71/1000: dist 0.3769 loss 34.7050
step   72/1000: dist 0.3671 loss 38.5025
step   73/1000: dist 0.3337 loss 43.5897
step   74/1000: dist 0.3478 loss 46.9846
step   75/1000: dist 0.3750 loss 49.2663
step   76/1000: dist 0.3716 loss 50.2461
step   77/1000: dist 0.3681 loss 48.2243
step   78/1000: dist 0.3841 loss 44.5286
step   79/1000: dist 0.3687 loss 33.5944
step   80/1000: dist 0.3741 loss 26.8112
step   81/1000: dist 0.3516 loss 18.9688
step   82/1000: dist 0.3401 loss 16.4369
step   83/1000: dist 0.3415 loss 14.1081
step   84/1000: dist 0.3309 loss 10.9256
step   85/1000: dist 0.3569 loss 13.2176
step   86/1000: dist 0.3385 loss 14.6862
step   87/1000: dist 0.3570 loss 15.8807
step   88/1000: dist 0.3468 loss 18.3482
step   89/1000: dist 0.3552 loss 24.9997
step   90/1000: dist 0.3567 loss 26.9766
step   91/1000: dist 0.3284 loss 19.8924
step   92/1000: dist 0.3527 loss 10.8257
step   93/1000: dist 0.3385 loss 10.3472
step   94/1000: dist 0.3199 loss 12.8210
step   95/1000: dist 0.3541 loss 6.9485
step   96/1000: dist 0.3216 loss 4.6186
step   97/1000: dist 0.3255 loss 8.2020
step   98/1000: dist 0.3405 loss 7.2199
step   99/1000: dist 0.3174 loss 4.2743
step  100/1000: dist 0.3491 loss 5.9157
step  101/1000: dist 0.3217 loss 7.1748
step  102/1000: dist 0.3389 loss 4.5931
step  103/1000: dist 0.3425 loss 4.9906
step  104/1000: dist 0.3228 loss 5.9541
step  105/1000: dist 0.3327 loss 3.3833
step  106/1000: dist 0.3443 loss 3.3969
step  107/1000: dist 0.3107 loss 5.2497
step  108/1000: dist 0.3337 loss 4.7788
step  109/1000: dist 0.3201 loss 4.8795
step  110/1000: dist 0.3399 loss 5.4430
step  111/1000: dist 0.3171 loss 3.0262
step  112/1000: dist 0.3482 loss 1.2798
step  113/1000: dist 0.3268 loss 2.8725
step  114/1000: dist 0.3275 loss 4.0814
step  115/1000: dist 0.3206 loss 3.2083
step  116/1000: dist 0.3401 loss 2.3929
step  117/1000: dist 0.3204 loss 2.3883
step  118/1000: dist 0.3199 loss 2.9975
step  119/1000: dist 0.3298 loss 4.1470
step  120/1000: dist 0.3237 loss 5.5299
step  121/1000: dist 0.3079 loss 7.6033
step  122/1000: dist 0.3168 loss 10.1416
step  123/1000: dist 0.3175 loss 9.7094
step  124/1000: dist 0.3261 loss 5.4925
step  125/1000: dist 0.3248 loss 3.9414
step  126/1000: dist 0.3110 loss 8.0248
step  127/1000: dist 0.3138 loss 11.7506
step  128/1000: dist 0.3068 loss 11.0061
step  129/1000: dist 0.3179 loss 10.6850
step  130/1000: dist 0.3205 loss 13.8120
step  131/1000: dist 0.3237 loss 12.7093
step  132/1000: dist 0.3150 loss 7.0079
step  133/1000: dist 0.3196 loss 8.7821
step  134/1000: dist 0.3111 loss 18.5877
step  135/1000: dist 0.3162 loss 24.5609
step  136/1000: dist 0.3125 loss 25.9299
step  137/1000: dist 0.3119 loss 29.4220
step  138/1000: dist 0.3351 loss 28.1244
step  139/1000: dist 0.3202 loss 19.1101
step  140/1000: dist 0.3140 loss 16.8870
step  141/1000: dist 0.3222 loss 22.2272
step  142/1000: dist 0.2997 loss 21.1382
step  143/1000: dist 0.3144 loss 15.1961
step  144/1000: dist 0.3065 loss 15.8482
step  145/1000: dist 0.3062 loss 18.1390
step  146/1000: dist 0.3054 loss 12.7021
step  147/1000: dist 0.3092 loss 7.0029
step  148/1000: dist 0.3121 loss 8.1921
step  149/1000: dist 0.3126 loss 10.5466
step  150/1000: dist 0.3104 loss 9.0994
step  151/1000: dist 0.2972 loss 6.4811
step  152/1000: dist 0.3032 loss 5.3886
step  153/1000: dist 0.3028 loss 5.7852
step  154/1000: dist 0.3043 loss 6.4872
step  155/1000: dist 0.2983 loss 5.4553
step  156/1000: dist 0.3100 loss 3.4619
step  157/1000: dist 0.3160 loss 3.5092
step  158/1000: dist 0.2959 loss 4.9100
step  159/1000: dist 0.3008 loss 4.8549
step  160/1000: dist 0.3126 loss 4.6404
step  161/1000: dist 0.3080 loss 7.2977
step  162/1000: dist 0.3095 loss 12.3650
step  163/1000: dist 0.3066 loss 18.1093
step  164/1000: dist 0.3069 loss 22.5781
step  165/1000: dist 0.3003 loss 22.4301
step  166/1000: dist 0.3052 loss 16.7417
step  167/1000: dist 0.2920 loss 9.6438
step  168/1000: dist 0.3145 loss 8.0201
step  169/1000: dist 0.3004 loss 11.0003
step  170/1000: dist 0.3024 loss 10.3724
step  171/1000: dist 0.3030 loss 5.9250
step  172/1000: dist 0.2972 loss 5.4302
step  173/1000: dist 0.2901 loss 7.9294
step  174/1000: dist 0.2936 loss 5.8827
step  175/1000: dist 0.2935 loss 3.0020
step  176/1000: dist 0.3032 loss 5.1456
step  177/1000: dist 0.2905 loss 5.7122
step  178/1000: dist 0.3267 loss 2.2122
step  179/1000: dist 0.3171 loss 2.4565
step  180/1000: dist 0.2919 loss 4.8712
step  181/1000: dist 0.2954 loss 2.7631
step  182/1000: dist 0.2956 loss 1.1030
step  183/1000: dist 0.2840 loss 3.2161
step  184/1000: dist 0.3071 loss 2.9534
step  185/1000: dist 0.3077 loss 0.9873
step  186/1000: dist 0.3184 loss 2.3015
step  187/1000: dist 0.2923 loss 3.3695
step  188/1000: dist 0.2933 loss 2.3081
step  189/1000: dist 0.2945 loss 3.5349
step  190/1000: dist 0.2976 loss 6.4778
step  191/1000: dist 0.2883 loss 7.5043
step  192/1000: dist 0.2888 loss 7.1863
step  193/1000: dist 0.2832 loss 5.7029
step  194/1000: dist 0.2959 loss 3.0691
step  195/1000: dist 0.2953 loss 3.4039
step  196/1000: dist 0.2996 loss 9.1512
step  197/1000: dist 0.2836 loss 17.7107
step  198/1000: dist 0.2902 loss 25.2956
step  199/1000: dist 0.2932 loss 25.7712
step  200/1000: dist 0.3102 loss 17.6272
step  201/1000: dist 0.2838 loss 19.0266
step  202/1000: dist 0.2996 loss 29.7827
step  203/1000: dist 0.2922 loss 22.5442
step  204/1000: dist 0.2819 loss 7.1397
step  205/1000: dist 0.2833 loss 17.4086
step  206/1000: dist 0.3014 loss 34.5886
step  207/1000: dist 0.3007 loss 24.7049
step  208/1000: dist 0.3079 loss 9.0515
step  209/1000: dist 0.2972 loss 10.8527
step  210/1000: dist 0.2926 loss 13.1996
step  211/1000: dist 0.2785 loss 11.1050
step  212/1000: dist 0.2878 loss 10.6652
step  213/1000: dist 0.2798 loss 6.8181
step  214/1000: dist 0.2974 loss 6.1262
step  215/1000: dist 0.2925 loss 9.6593
step  216/1000: dist 0.2779 loss 6.4374
step  217/1000: dist 0.3043 loss 3.7240
step  218/1000: dist 0.2861 loss 7.3063
step  219/1000: dist 0.2827 loss 7.4604
step  220/1000: dist 0.2720 loss 6.2981
step  221/1000: dist 0.2788 loss 10.0941
step  222/1000: dist 0.2835 loss 14.3706
step  223/1000: dist 0.2820 loss 17.7897
step  224/1000: dist 0.2928 loss 21.2519
step  225/1000: dist 0.2738 loss 21.3310
step  226/1000: dist 0.2885 loss 14.7636
step  227/1000: dist 0.2783 loss 6.0574
step  228/1000: dist 0.2826 loss 5.2203
step  229/1000: dist 0.2835 loss 11.0481
step  230/1000: dist 0.2888 loss 11.6303
step  231/1000: dist 0.2720 loss 5.5865
step  232/1000: dist 0.2892 loss 3.6205
step  233/1000: dist 0.2751 loss 8.7319
step  234/1000: dist 0.2780 loss 12.2984
step  235/1000: dist 0.2978 loss 8.0856
step  236/1000: dist 0.2797 loss 2.5328
step  237/1000: dist 0.2737 loss 4.0477
step  238/1000: dist 0.2869 loss 7.0276
step  239/1000: dist 0.2751 loss 4.9650
step  240/1000: dist 0.2769 loss 2.9535
step  241/1000: dist 0.2784 loss 4.0717
step  242/1000: dist 0.2797 loss 4.9377
step  243/1000: dist 0.2773 loss 5.5409
step  244/1000: dist 0.2685 loss 7.3574
step  245/1000: dist 0.2773 loss 9.5961
step  246/1000: dist 0.2743 loss 12.3071
step  247/1000: dist 0.2739 loss 13.9974
step  248/1000: dist 0.2648 loss 11.1288
step  249/1000: dist 0.2760 loss 7.7732
step  250/1000: dist 0.2708 loss 12.0754
step  251/1000: dist 0.2766 loss 24.1727
step  252/1000: dist 0.2691 loss 35.8098
step  253/1000: dist 0.2744 loss 35.3966
step  254/1000: dist 0.2802 loss 18.8508
step  255/1000: dist 0.2607 loss 4.7798
step  256/1000: dist 0.2690 loss 9.4312
step  257/1000: dist 0.2666 loss 18.1173
step  258/1000: dist 0.2702 loss 13.0634
step  259/1000: dist 0.2664 loss 6.2309
step  260/1000: dist 0.2708 loss 10.1210
step  261/1000: dist 0.2706 loss 12.6729
step  262/1000: dist 0.2801 loss 9.9915
step  263/1000: dist 0.2781 loss 13.9198
step  264/1000: dist 0.2828 loss 19.8539
step  265/1000: dist 0.2644 loss 16.8674
step  266/1000: dist 0.2831 loss 11.4411
step  267/1000: dist 0.2566 loss 8.1144
step  268/1000: dist 0.2651 loss 5.1083
step  269/1000: dist 0.2833 loss 6.7815
step  270/1000: dist 0.2873 loss 10.8970
step  271/1000: dist 0.2916 loss 7.7704
step  272/1000: dist 0.2896 loss 3.4958
step  273/1000: dist 0.2943 loss 7.1755
step  274/1000: dist 0.2607 loss 11.6505
step  275/1000: dist 0.2606 loss 12.6867
step  276/1000: dist 0.2791 loss 15.0046
step  277/1000: dist 0.2797 loss 16.4774
step  278/1000: dist 0.2946 loss 12.2927
step  279/1000: dist 0.2783 loss 6.8006
step  280/1000: dist 0.2734 loss 7.7700
step  281/1000: dist 0.2690 loss 16.3274
step  282/1000: dist 0.2707 loss 24.3551
step  283/1000: dist 0.2697 loss 21.8329
step  284/1000: dist 0.2751 loss 11.4069
step  285/1000: dist 0.2627 loss 5.2871
step  286/1000: dist 0.2731 loss 7.4605
step  287/1000: dist 0.2630 loss 10.4875
step  288/1000: dist 0.2607 loss 9.3574
step  289/1000: dist 0.2707 loss 6.2123
step  290/1000: dist 0.2582 loss 6.6496
step  291/1000: dist 0.2753 loss 10.9694
step  292/1000: dist 0.2601 loss 14.3664
step  293/1000: dist 0.2581 loss 17.5292
step  294/1000: dist 0.2618 loss 22.8203
step  295/1000: dist 0.2799 loss 22.7950
step  296/1000: dist 0.2921 loss 14.8447
step  297/1000: dist 0.2787 loss 13.4383
step  298/1000: dist 0.2695 loss 23.6388
step  299/1000: dist 0.2606 loss 30.1838
step  300/1000: dist 0.2771 loss 25.4504
step  301/1000: dist 0.2763 loss 20.4852
step  302/1000: dist 0.2670 loss 19.2267
step  303/1000: dist 0.2688 loss 13.9775
step  304/1000: dist 0.2624 loss 7.0456
step  305/1000: dist 0.2586 loss 7.6994
step  306/1000: dist 0.2585 loss 12.4411
step  307/1000: dist 0.2630 loss 11.3370
step  308/1000: dist 0.2660 loss 6.2676
step  309/1000: dist 0.2709 loss 5.0751
step  310/1000: dist 0.2699 loss 6.8736
step  311/1000: dist 0.2680 loss 7.1576
step  312/1000: dist 0.2876 loss 6.5397
step  313/1000: dist 0.2872 loss 6.3890
step  314/1000: dist 0.2847 loss 6.8580
step  315/1000: dist 0.2588 loss 9.3065
step  316/1000: dist 0.2644 loss 12.9643
step  317/1000: dist 0.2658 loss 13.6525
step  318/1000: dist 0.2560 loss 10.8029
step  319/1000: dist 0.2705 loss 7.1364
step  320/1000: dist 0.2739 loss 4.2497
step  321/1000: dist 0.2612 loss 3.0565
step  322/1000: dist 0.2645 loss 4.7393
step  323/1000: dist 0.2565 loss 7.1091
step  324/1000: dist 0.2670 loss 6.5323
step  325/1000: dist 0.2640 loss 4.6825
step  326/1000: dist 0.2640 loss 5.9936
step  327/1000: dist 0.2571 loss 10.4869
step  328/1000: dist 0.2526 loss 15.3693
step  329/1000: dist 0.2598 loss 19.6565
step  330/1000: dist 0.2659 loss 22.6360
step  331/1000: dist 0.2578 loss 21.3810
step  332/1000: dist 0.2651 loss 13.7299
step  333/1000: dist 0.2548 loss 4.4446
step  334/1000: dist 0.2468 loss 1.8288
step  335/1000: dist 0.2529 loss 7.0502
step  336/1000: dist 0.2661 loss 11.8204
step  337/1000: dist 0.2553 loss 8.7759
step  338/1000: dist 0.2552 loss 2.1307
